13.956743	0.000000
13.980078	0.010000
14.003465	0.020000
14.026906	0.030000
14.050399	0.040000
14.073944	0.050000
14.097542	0.060000
14.121191	0.070000
14.144891	0.080000
14.168643	0.090000
14.192445	0.100000
14.216298	0.110000
14.240202	0.120000
14.264156	0.130000
14.288159	0.140000
14.312212	0.150000
14.336315	0.160000
14.360466	0.170000
14.384667	0.180000
14.408915	0.190000
14.433213	0.200000
14.457558	0.210000
14.481951	0.220000
14.506391	0.230000
14.530878	0.240000
14.555413	0.250000
14.579994	0.260000
14.604622	0.270000
14.629296	0.280000
14.654016	0.290000
14.678782	0.300000
14.703593	0.310000
14.728450	0.320000
14.753351	0.330000
14.778297	0.340000
14.803288	0.350000
14.828323	0.360000
14.853402	0.370000
14.878524	0.380000
14.903690	0.390000
14.928900	0.400000
14.954152	0.410000
14.979447	0.420000
15.004785	0.430000
15.030165	0.440000
15.055587	0.450000
15.081051	0.460000
15.106557	0.470000
15.132104	0.480000
15.157692	0.490000
15.183321	0.500000
15.208991	0.510000
15.234701	0.520000
15.260452	0.530000
15.286242	0.540000
15.312073	0.550000
15.337942	0.560000
15.363852	0.570000
15.389800	0.580000
15.415787	0.590000
15.441813	0.600000
15.467877	0.610000
15.493980	0.620000
15.520120	0.630000
15.546299	0.640000
15.572515	0.650000
15.598768	0.660000
15.625058	0.670000
15.651386	0.680000
15.677750	0.690000
15.704151	0.700000
15.730588	0.710000
15.757061	0.720000
15.783570	0.730000
15.810115	0.740000
15.836695	0.750000
15.863310	0.760000
15.889961	0.770000
15.916647	0.780000
15.943367	0.790000
15.970122	0.800000
15.996911	0.810000
16.023734	0.820000
16.050591	0.830000
16.077482	0.840000
16.104406	0.850000
16.131364	0.860000
16.158355	0.870000
16.185379	0.880000
16.212435	0.890000
16.239524	0.900000
16.266646	0.910000
16.293800	0.920000
16.320986	0.930000
16.348203	0.940000
16.375453	0.950000
16.402733	0.960000
16.430046	0.970000
16.457389	0.980000
16.484763	0.990000
