0.000000	1.000000	1.000000	0.000000
0.010000	1.010050	1.010050	-0.000000
0.020000	1.020201	1.020201	0.000000
0.030000	1.030455	1.030455	0.000000
0.040000	1.040811	1.040811	0.000000
0.050000	1.051271	1.051271	0.000000
0.060000	1.061837	1.061836	0.000000
0.070000	1.072508	1.072508	0.000000
0.080000	1.083287	1.083287	0.000000
0.090000	1.094174	1.094174	0.000000
0.100000	1.105171	1.105171	0.000000
0.110000	1.116278	1.116278	0.000000
0.120000	1.127497	1.127497	-0.000000
0.130000	1.138828	1.138828	-0.000000
0.140000	1.150274	1.150274	-0.000000
0.150000	1.161834	1.161834	-0.000000
0.160000	1.173511	1.173511	-0.000000
0.170000	1.185305	1.185305	-0.000000
0.180000	1.197217	1.197217	0.000000
0.190000	1.209250	1.209250	-0.000000
0.200000	1.221403	1.221403	0.000000
0.210000	1.233678	1.233678	-0.000000
0.220000	1.246077	1.246077	-0.000000
0.230000	1.258600	1.258600	-0.000000
0.240000	1.271249	1.271249	-0.000000
0.250000	1.284025	1.284026	-0.000000
0.260000	1.296930	1.296930	-0.000000
0.270000	1.309964	1.309965	-0.000000
0.280000	1.323130	1.323130	-0.000000
0.290000	1.336427	1.336428	-0.000000
0.300000	1.349859	1.349859	-0.000000
0.310000	1.363425	1.363425	-0.000000
0.320000	1.377128	1.377128	-0.000000
0.330000	1.390968	1.390968	-0.000000
0.340000	1.404948	1.404948	-0.000000
0.350000	1.419067	1.419068	-0.000000
0.360000	1.433329	1.433329	-0.000000
0.370000	1.447734	1.447735	-0.000000
0.380000	1.462284	1.462285	-0.000000
0.390000	1.476981	1.476981	-0.000000
0.400000	1.491825	1.491825	-0.000000
0.410000	1.506818	1.506818	-0.000000
0.420000	1.521961	1.521962	-0.000000
0.430000	1.537257	1.537258	-0.000000
0.440000	1.552707	1.552707	-0.000000
0.450000	1.568312	1.568312	-0.000000
0.460000	1.584074	1.584074	-0.000000
0.470000	1.599994	1.599994	-0.000000
0.480000	1.616074	1.616074	-0.000000
0.490000	1.632316	1.632316	-0.000000
0.500000	1.648721	1.648721	-0.000000
0.510000	1.665291	1.665291	-0.000000
0.520000	1.682027	1.682028	-0.000000
0.530000	1.698932	1.698933	-0.000000
0.540000	1.716006	1.716007	-0.000000
0.550000	1.733253	1.733253	-0.000000
0.560000	1.750672	1.750673	-0.000000
0.570000	1.768267	1.768267	-0.000000
0.580000	1.786038	1.786039	-0.000000
0.590000	1.803988	1.803989	-0.000000
0.600000	1.822118	1.822119	-0.000000
0.610000	1.840431	1.840432	-0.000000
0.620000	1.858927	1.858928	-0.000000
0.630000	1.877610	1.877611	-0.000000
0.640000	1.896480	1.896481	-0.000000
0.650000	1.915540	1.915541	-0.000000
0.660000	1.934792	1.934792	-0.000000
0.670000	1.954237	1.954237	-0.000000
0.680000	1.973877	1.973878	-0.000000
0.690000	1.993715	1.993716	-0.000000
0.700000	2.013752	2.013753	-0.000000
0.710000	2.033990	2.033992	-0.000001
0.720000	2.054432	2.054434	-0.000001
0.730000	2.075080	2.075081	-0.000001
0.740000	2.095935	2.095936	-0.000001
0.750000	2.116999	2.117000	-0.000001
0.760000	2.138275	2.138277	-0.000001
0.770000	2.159765	2.159767	-0.000001
0.780000	2.181471	2.181473	-0.000001
0.790000	2.203395	2.203397	-0.000001
0.800000	2.225540	2.225542	-0.000001
0.810000	2.247907	2.247909	-0.000001
0.820000	2.270499	2.270500	-0.000001
0.830000	2.293318	2.293319	-0.000001
0.839999	2.316366	2.316367	-0.000001
0.849999	2.339646	2.339647	-0.000001
0.859999	2.363159	2.363161	-0.000001
0.869999	2.386910	2.386911	-0.000001
0.879999	2.410898	2.410900	-0.000001
0.889999	2.435128	2.435130	-0.000001
0.899999	2.459602	2.459604	-0.000001
0.909999	2.484321	2.484323	-0.000001
0.919999	2.509289	2.509291	-0.000001
0.929999	2.534508	2.534510	-0.000001
0.939999	2.559980	2.559982	-0.000001
0.949999	2.585708	2.585710	-0.000001
0.959999	2.611695	2.611697	-0.000001
0.969999	2.637943	2.637945	-0.000001
0.979999	2.664455	2.664457	-0.000001
0.989999	2.691233	2.691235	-0.000001
0.999999	2.718280	2.718282	-0.000001
