23.460666	0.000000	0.000000
24.340141	0.000000	0.000000
24.590698	0.000000	0.000000
24.706075	0.000000	0.000000
24.771925	0.000000	0.000000
24.814355	0.000000	0.000000
24.843901	0.000000	0.000000
24.865605	0.000000	0.000000
24.882171	0.000000	0.000000
24.895188	0.000000	0.000000
24.905666	0.000000	0.000000
24.914283	0.000000	0.000000
24.921486	0.000000	0.000000
24.927581	0.000000	0.000000
24.932795	0.000000	0.000000
24.937297	0.000000	0.000000
24.941217	0.000000	0.000000
24.944658	0.000000	0.000000
24.947700	0.000000	0.000000
24.950407	0.000000	0.000000
24.952830	0.000000	0.000000
24.955011	0.000000	0.000000
24.956985	0.000000	0.000000
24.958778	0.000000	0.000000
24.960415	0.000000	0.000000
24.961915	0.000000	0.000000
24.963294	0.000000	0.000000
24.964566	0.000000	0.000000
24.965743	0.000000	0.000000
24.966836	0.000000	0.000000
24.967852	0.000000	0.000000
24.968800	0.000000	0.000000
24.969687	0.000000	0.000000
24.970517	0.000000	0.000000
24.971297	0.000000	0.000000
24.972031	0.000000	0.000000
24.972722	0.000000	0.000000
24.973374	0.000000	0.000000
24.973991	0.000000	0.000000
24.974575	0.000000	0.000000
24.975129	0.000000	0.000000
24.975654	0.000000	0.000000
24.976154	0.000000	0.000000
24.976630	0.000000	0.000000
24.977084	0.000000	0.000000
24.977517	0.000000	0.000000
24.977930	0.000000	0.000000
24.978325	0.000000	0.000000
24.978703	0.000000	0.000000
24.979066	0.000000	0.000000
24.979413	0.000000	0.000000
24.979747	0.000000	0.000000
24.980067	0.000000	0.000000
24.980375	0.000000	0.000000
24.980671	0.000000	0.000000
24.980956	0.000000	0.000000
24.981230	0.000000	0.000000
24.981495	0.000000	0.000000
24.981750	0.000000	0.000000
24.981997	0.000000	0.000000
24.982235	0.000000	0.000000
24.982465	0.000000	0.000000
24.982687	0.000000	0.000000
24.982902	0.000000	0.000000
24.983111	0.000000	0.000000
24.983312	0.000000	0.000000
24.983508	0.000000	0.000000
24.983697	0.000000	0.000000
24.983881	0.000000	0.000000
24.984060	0.000000	0.000000
24.984233	0.000000	0.000000
24.984401	0.000000	0.000000
24.984564	0.000000	0.000000
24.984723	0.000000	0.000000
24.984877	0.000000	0.000000
24.985028	0.000000	0.000000
24.985174	0.000000	0.000000
24.985316	0.000000	0.000000
24.985455	0.000000	0.000000
24.985590	0.000000	0.000000
24.985721	0.000000	0.000000
24.985850	0.000000	0.000000
24.985975	0.000000	0.000000
24.986097	0.000000	0.000000
24.986216	0.000000	0.000000
24.986332	0.000000	0.000000
24.986445	0.000000	0.000000
24.986556	0.000000	0.000000
24.986664	0.000000	0.000000
24.986770	0.000000	0.000000
24.986874	0.000000	0.000000
24.986975	0.000000	0.000000
24.987073	0.000000	0.000000
24.987170	0.000000	0.000000
24.987265	0.000000	0.000000
24.987357	0.000000	0.000000
24.987448	0.000000	0.000000
24.987536	0.000000	0.000000
24.987623	0.000000	0.000000
24.987708	0.000000	0.000000
24.987792	0.000000	0.000000
24.987873	0.000000	0.000000
24.987953	0.000000	0.000000
24.988032	0.000000	0.000000
24.988109	0.000000	0.000000
24.988184	0.000000	0.000000
24.988258	0.000000	0.000000
24.988330	0.000000	0.000000
24.988402	0.000000	0.000000
24.988472	0.000000	0.000000
24.988540	0.000000	0.000000
24.988607	0.000000	0.000000
24.988674	0.000000	0.000000
24.988738	0.000000	0.000000
24.988802	0.000000	0.000000
24.988865	0.000000	0.000000
24.988926	0.000000	0.000000
24.988987	0.000000	0.000000
24.989046	0.000000	0.000000
24.989105	0.000000	0.000000
24.989162	0.000000	0.000000
24.989219	0.000000	0.000000
24.989274	0.000000	0.000000
24.989329	0.000000	0.000000
24.989383	0.000000	0.000000
24.989436	0.000000	0.000000
24.989488	0.000000	0.000000
24.989539	0.000000	0.000000
24.989589	0.000000	0.000000
24.989639	0.000000	0.000000
24.989687	0.000000	0.000000
24.989736	0.000000	0.000000
