0	1	0.08
1	1.08	0.084672
2	1.16467	0.089338
3	1.25401	0.0939502
4	1.34796	0.0984561
5	1.44642	0.102799
6	1.54922	0.10692
7	1.65614	0.110758
8	1.76689	0.114251
9	1.88114	0.11734
10	1.99848	0.11997
11	2.11845	0.122088
12	2.24054	0.123654
13	2.3642	0.124631
14	2.48883	0.124998
15	2.61383	0.124741
16	2.73857	0.123862
17	2.86243	0.122373
18	2.9848	0.120299
19	3.1051	0.117677
20	3.22278	0.114552
21	3.33733	0.110978
22	3.44831	0.107014
23	3.55532	0.102726
24	3.65805	0.0981785
25	3.75623	0.0934379
26	3.84966	0.0885682
27	3.93823	0.0836298
28	4.02186	0.0786788
29	4.10054	0.0737654
30	4.17431	0.068934
31	4.24324	0.0642223
32	4.30746	0.0596616
33	4.36712	0.055277
34	4.4224	0.0510875
35	4.47349	0.0471069
36	4.52059	0.0433439
37	4.56394	0.0398031
38	4.60374	0.0364854
39	4.64023	0.0333885
40	4.67362	0.0305079
41	4.70412	0.0278368
42	4.73196	0.025367
43	4.75733	0.0230894
44	4.78042	0.020994
45	4.80141	0.0190701
46	4.82048	0.0173073
47	4.83779	0.0156949
48	4.85348	0.0142223
49	4.86771	0.0128794
50	4.88059	0.0116563
51	4.89224	0.0105436
52	4.90279	0.00953248
53	4.91232	0.00861448
54	4.92093	0.00778177
55	4.92871	0.00702699
56	4.93574	0.00634334
57	4.94208	0.00572451
58	4.94781	0.00516466
59	4.95297	0.00465844
60	4.95763	0.00420093
61	4.96183	0.0037876
62	4.96562	0.00341434
63	4.96903	0.00307737
64	4.97211	0.00277325
65	4.97489	0.00249887
66	4.97738	0.00225136
67	4.97964	0.00202816
68	4.98166	0.00182692
69	4.98349	0.0016455
70	4.98514	0.00148198
71	4.98662	0.00133462
72	4.98795	0.00120184
73	4.98915	0.0010822
74	4.99024	0.000974429
75	4.99121	0.000877348
76	4.99209	0.000789906
77	4.99288	0.000711153
78	4.99359	0.00064023
79	4.99423	0.000576363
80	4.99481	0.000518853
81	4.99532	0.00046707
82	4.99579	0.000420446
83	4.99621	0.000378469
84	4.99659	0.000340677
85	4.99693	0.000306653
86	4.99724	0.000276023
87	4.99751	0.00024845
88	4.99776	0.000223629
89	4.99799	0.000201285
90	4.99819	0.000181172
91	4.99837	0.000163067
92	4.99853	0.00014677
93	4.99868	0.000132102
94	4.99881	0.000118898
95	4.99893	0.000107014
96	4.99904	9.63166e-05
97	4.99913	8.66884e-05
98	4.99922	7.80224e-05
99	4.9993	7.02225e-05
100	4.99937	6.32021e-05
101	4.99943
